id,date,effectiveDate,resolutionDate,typeCode,typeDesc,description,player_name,to_team,from_team
924541,2026-07-02,2026-07-02,2026-07-02,ASG,Assigned,Boston Red Sox sent 3B Nick Sogard on a rehab assignment to Portland Sea Dogs.,Nick Sogard,Portland Sea Dogs,Boston Red Sox
924613,2026-07-02,2026-07-02,2026-07-02,SFA,Signed as Free Agent,Boston Red Sox signed free agent RHP Sam McWilliams to a minor league contract.,Sam McWilliams,Boston Red Sox,NA
925624,2026-07-02,2026-07-02,2026-07-02,ASG,Assigned,Boston Red Sox sent 3B Nick Sogard on a rehab assignment to Portland Sea Dogs.,Nick Sogard,Portland Sea Dogs,Boston Red Sox
924906,2026-07-03,2026-07-03,NA,OUT,Outrighted,Boston Red Sox sent RHP Tommy Kahnle outright to Worcester Red Sox.,Tommy Kahnle,Worcester Red Sox,Boston Red Sox
924968,2026-07-04,2026-07-04,2026-07-04,ASG,Assigned,Boston Red Sox sent LHP Patrick Sandoval on a rehab assignment to Portland Sea Dogs.,Patrick Sandoval,Portland Sea Dogs,Boston Red Sox
925414,2026-07-06,2026-07-06,2026-07-06,DES,Designated for Assignment,Boston Red Sox designated RHP Jack Anderson for assignment.,Jack Anderson,Boston Red Sox,NA
925413,2026-07-06,2026-07-06,2026-07-06,SC,Status Change,Boston Red Sox activated LHP Patrick Sandoval from the 60-day injured list.,Patrick Sandoval,Boston Red Sox,NA
925415,2026-07-06,2026-07-06,NA,OPT,Optioned,Boston Red Sox optioned LHP Alec Gamboa to Worcester Red Sox.,Alec Gamboa,Worcester Red Sox,Boston Red Sox
925625,2026-07-07,2026-07-07,2026-07-07,ASG,Assigned,Boston Red Sox sent 3B Nick Sogard on a rehab assignment to Worcester Red Sox.,Nick Sogard,Worcester Red Sox,Boston Red Sox
925784,2026-07-07,2026-07-07,2026-07-07,SC,Status Change,OF Nate Eaton roster status changed by Boston Red Sox.,Nate Eaton,Boston Red Sox,NA
927104,2026-07-07,2026-07-07,2026-07-07,ASG,Assigned,Boston Red Sox sent 3B Nick Sogard on a rehab assignment to Worcester Red Sox.,Nick Sogard,Worcester Red Sox,Boston Red Sox
926414,2026-07-09,2026-07-09,2026-07-09,SU,Suspension,1B Willson Contreras suspended.,Willson Contreras,Boston Red Sox,NA
926296,2026-07-09,2026-07-09,2026-07-09,SC,Status Change,Boston Red Sox activated OF Nate Eaton.,Nate Eaton,Boston Red Sox,NA
926369,2026-07-09,2026-07-06,2026-07-06,SC,Status Change,"Boston Red Sox placed LHP Ranger Suarez on the 15-day injured list retroactive to July 6, 2026. Left groin strain.",Ranger Suarez,Boston Red Sox,NA
926368,2026-07-09,2026-07-09,NA,CU,Recalled,Boston Red Sox recalled 3B Brett Harris from Worcester Red Sox.,Brett Harris,Boston Red Sox,Worcester Red Sox
926921,2026-07-11,2026-07-11,NA,CU,Recalled,Boston Red Sox recalled LHP Eduardo Rivera from Worcester Red Sox.,Eduardo Rivera,Boston Red Sox,Worcester Red Sox
926947,2026-07-11,2026-07-11,NA,CLW,Claimed Off Waivers,Minnesota Twins claimed RHP Jack Anderson off waivers from Boston Red Sox.,Jack Anderson,Minnesota Twins,Boston Red Sox
926922,2026-07-11,2026-07-11,NA,OPT,Optioned,Boston Red Sox optioned 3B Brett Harris to Worcester Red Sox.,Brett Harris,Worcester Red Sox,Boston Red Sox
927103,2026-07-12,2026-07-12,2026-07-12,DES,Designated for Assignment,Boston Red Sox designated LHP Danny Coulombe for assignment.,Danny Coulombe,Boston Red Sox,NA
927105,2026-07-12,2026-07-12,2026-07-12,SC,Status Change,Boston Red Sox activated 3B Nick Sogard from the 10-day injured list.,Nick Sogard,Boston Red Sox,NA
927106,2026-07-12,2026-07-12,NA,OPT,Optioned,Boston Red Sox optioned 3B Nick Sogard to Worcester Red Sox.,Nick Sogard,Worcester Red Sox,Boston Red Sox
927102,2026-07-12,2026-07-12,NA,CU,Recalled,Boston Red Sox recalled RHP Brayan Bello from Worcester Red Sox.,Brayan Bello,Boston Red Sox,Worcester Red Sox
927542,2026-07-13,2026-07-13,2026-07-13,SFA,Signed as Free Agent,Boston Red Sox signed free agent RHP Tommy Kahnle to a minor league contract.,Tommy Kahnle,Boston Red Sox,NA
927802,2026-07-14,2026-07-14,2026-07-14,SC,Status Change,OF Jahmai Jones roster status changed by Boston Red Sox.,Jahmai Jones,Boston Red Sox,NA
927475,2026-07-14,2026-07-14,NA,TR,Trade,Detroit Tigers traded OF Jahmai Jones to Boston Red Sox for Player To Be Named Later.,NA,Detroit Tigers,Boston Red Sox
927476,2026-07-14,2026-07-14,NA,OPT,Optioned,Boston Red Sox optioned OF Nate Eaton to Worcester Red Sox.,Nate Eaton,Worcester Red Sox,Boston Red Sox
927475,2026-07-14,2026-07-14,NA,TR,Trade,Detroit Tigers traded OF Jahmai Jones to Boston Red Sox for Player To Be Named Later.,Jahmai Jones,Boston Red Sox,Detroit Tigers
928185,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed RHP Kaleb LaFavor.,Kaleb LaFavor,Boston Red Sox,NA
928179,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed LHP Kide Adetuyi.,Kide Adetuyi,Boston Red Sox,NA
928107,2026-07-17,2026-07-17,2026-07-17,SC,Status Change,Boston Red Sox activated OF Jahmai Jones.,Jahmai Jones,Boston Red Sox,NA
928196,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed SS Colton Coates.,Colton Coates,Boston Red Sox,NA
928169,2026-07-17,2026-07-17,2026-07-17,SFA,Signed as Free Agent,Boston Red Sox signed free agent LHP Carson Revay to a minor league contract.,Carson Revay,Boston Red Sox,NA
928200,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed RHP Luis Calderon.,Luis Calderon,Boston Red Sox,NA
928168,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed SS Jake Schaffner.,Jake Schaffner,Boston Red Sox,NA
928189,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed SS Jacob Webster.,Jacob Webster,Boston Red Sox,NA
928194,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed RHP Jase Evangelista.,Jase Evangelista,Boston Red Sox,NA
928198,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed RHP Alex Kranzler.,Alex Kranzler,Boston Red Sox,NA
928183,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed OF Martin Shelar.,Martin Shelar,Boston Red Sox,NA
928181,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed LHP Josh Volmerding.,Josh Volmerding,Boston Red Sox,NA
928106,2026-07-17,2026-07-17,2026-07-17,SC,Status Change,Boston Red Sox activated OF Jahmai Jones.,Jahmai Jones,Boston Red Sox,NA
928187,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed SS Wills Maginnis.,Wills Maginnis,Boston Red Sox,NA
928177,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed LHP Brett Lanman.,Brett Lanman,Boston Red Sox,NA
928192,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed RHP Mason Lei.,Mason Lei,Boston Red Sox,NA
928171,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed OF Owen Hull.,Owen Hull,Boston Red Sox,NA
928173,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed SS Jace Mataczynski.,Jace Mataczynski,Boston Red Sox,NA
928175,2026-07-17,2026-07-17,2026-07-17,SGN,Signed,Boston Red Sox signed RHP Lucas Davenport.,Lucas Davenport,Boston Red Sox,NA
928262,2026-07-17,2026-07-17,2026-07-17,SC,Status Change,Boston Red Sox activated 1B Willson Contreras.,Willson Contreras,Boston Red Sox,NA
928073,2026-07-17,2026-07-17,NA,CU,Recalled,Boston Red Sox recalled LHP Alec Gamboa from Worcester Red Sox.,Alec Gamboa,Boston Red Sox,Worcester Red Sox
928724,2026-07-18,2026-07-18,2026-07-18,REL,Released,Boston Red Sox released LHP Danny Coulombe.,Danny Coulombe,Boston Red Sox,NA
928601,2026-07-18,2026-07-18,NA,OPT,Optioned,Boston Red Sox optioned LHP Alec Gamboa to Worcester Red Sox.,Alec Gamboa,Worcester Red Sox,Boston Red Sox
